job_title	skill	type
justice of the peace	civil law	knowledge
justice of the peace	court procedures	knowledge
justice of the peace	civil process order	knowledge
lawyer	compile legal documents	skill
lawyer	negotiate in legal cases	skill
lawyer	protect client interests	skill
lawyer	analyse legal evidence	skill
lawyer	present arguments persuasively	skill
lawyer	present legal arguments	skill
lawyer	interpret law	skill
lawyer	legal case management	knowledge
lawyer	represent clients in courts	skill
lawyer	respond to enquiries	skill
lawyer	observe confidentiality	skill
lawyer	court procedures	knowledge
lawyer	negotiate lawyer's fee	skill
aerospace engineer	production processes	knowledge
aerospace engineer	engineering principles	knowledge
aerospace engineer	troubleshoot	skill
aerospace engineer	manufacturing processes	knowledge
aerospace engineer	adjust engineering designs	skill
aerospace engineer	perform scientific research	skill
aerospace engineer	aircraft mechanics	knowledge
aerospace engineer	use technical drawing software	skill
aerospace engineer	technical drawings	knowledge
aerospace engineer	aerospace engineering	knowledge
aerospace engineer	engineering processes	knowledge
aerospace engineer	quality standards	knowledge
aerospace engineer	industrial engineering	knowledge
aerospace engineer	ensure aircraft compliance with regulation	skill
aerospace engineer	execute feasibility study	skill
aerospace engineer	assess financial viability	skill
aerospace engineer	approve engineering design	skill
helicopter pilot	operate radio equipment	skill
helicopter pilot	visual flight rules	knowledge
helicopter pilot	undertake procedures to meet helicopter flight requirements	skill
helicopter pilot	geographic areas	knowledge
helicopter pilot	airport planning	knowledge
helicopter pilot	use meteorological information	skill
helicopter pilot	ensure ongoing compliance with regulations	skill
helicopter pilot	perform risk analysis	skill
helicopter pilot	possess visual literacy	skill
helicopter pilot	aircraft flight control systems	knowledge
